"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.647313669169134,0.631261120375315,0.581401994091469,0.544973786695291,0.613199991534782,0.669511400209912,0.828196012372076,0.827196017384053,0.844744433141184,0.833316997416102,0.946204388405587,0.914520055710928,0.75659208146198,0.878630723036895,0.851212386934093,0.727035739392993,0.73537040685695,0.733437456265385,0.784242143949872,0.793156788021202,0.695853207074192,0.704049045517459,0.826304984523721,0.700371911804685,0.625699862881735,0.572409649157735,0.666691182981645,0.662999297018553,0.561295111160759,0.743181415657842,0.612318692115893,0.586530774101171,0.594674955540833,0.571684769547931,0.50520877030949,0.603414033757847,0.642302321699939,0.475971309105258,0.595656967017408,0.583942229536305,0.605040217899751,0.634760269721743,0.517516390117185,0.50511861276375,0.599324233970825,0.470825083545523,0.448533720490067,0.549755607265248,0.732826886811474,0.700312047408869,0.622988792908919,0.602624935216499,0.510313859134207,0.537921031864808,0.51968715479354,0.545191199921849,0.521048721683993,0.615794583366811,0.623889041239744,0.612325833883443,0.616972502236596,0.777881905578931,0.779419251564387,0.766759947252482,0.773896939715663,0.617466112490774,0.777018573858087,0.872303062342078,0.793575859499207,0.715217665878813,0.690307578566899,0.627780655465597,0.606896864717993,0.615506564350503,0.626232737505545,0.560373538029584,0.755931742159509,0.740408092255194,0.823992287511067,0.69765285162734,0.685255486663656,0.587400138198364,0.611435547568622,0.542937631645427,0.621041649227227,0.510879285251266,0.602299930188658,0.456410279197484,0.35882483282544,0.383000492355559,0.392035334271946,0.377843764178073,0.326328502494252,0.261489763376024,0.226935639369688,0.237767433789801,0.243959072967926,0.316977031887344,0.239773966898565,0.396002743483615
"2",0.663323859852036,0.745790698452003,0.759189403739871,0.724809799366139,0.773945547688939,0.730029412228249,0.829098543504799,0.894372706400216,0.807612620067257,0.812024877638521,0.900567101086947,0.886042240058025,0.829527027577593,0.812911436236135,0.841104656646246,0.783300790092726,0.744508092109293,0.77311342812308,0.733270192921025,0.752291753048391,0.788464104045567,0.835297650810575,0.818253348379938,0.765687056763896,0.578832255246252,0.512125121032713,0.676525478728876,0.63342546217484,0.689687188211673,0.739392883984411,0.684079042366441,0.666526135598127,0.574274311033687,0.588119026146602,0.498745863601857,0.611439696165885,0.582805639867296,0.459295459244019,0.576654253212144,0.55074593846073,0.760596754778719,0.615712484075148,0.599786655970004,0.496683896049622,0.427848801210374,0.437826275186163,0.541791865191656,0.636227607147073,0.689263758796941,0.716435313733445,0.679353308630618,0.663327078322609,0.632991522025325,0.48461945491018,0.423928378054596,0.490151076909909,0.496522985037334,0.541087196256836,0.622387884172452,0.590649123322377,0.711360503454219,0.69331219021996,0.67457482263698,0.692374521755701,0.695944762619641,0.73934039352837,0.82867532413584,0.783830858512927,0.793513405104239,0.70218957952903,0.686523171263762,0.650886964686931,0.668177050148286,0.614249703201222,0.596977201247214,0.573891157787871,0.603609060353657,0.705586969901395,0.727471388030884,0.648533409433003,0.640569742969562,0.659650860918252,0.611070262587144,0.590189267382512,0.483012299086069,0.564797921097994,0.536019115220353,0.575112400652931,0.427036660530359,0.47566596643943,0.375910860297774,0.329399245365538,0.248741782956096,0.354660925851848,0.256562612058385,0.21964903398856,0.14790193833032,0.174251199546774,0.219784805629183,0.28072596317326
"3",0.651207619246709,0.734092766748128,0.79005025959857,0.757572090136491,0.73261520617038,0.835547308329569,0.832161971273965,0.926180122668683,0.880144917992912,0.831668056197707,0.915233367136627,0.752622233966962,0.807855016799629,0.807522835578528,0.7513156492254,0.668905467893554,0.771695889032095,0.85787774595988,0.869816679895902,0.855424048565673,0.738042988503189,0.69971190337877,0.687643539956415,0.633561614090314,0.706102644883277,0.52252467134665,0.559773073143804,0.566090970218972,0.693864446716348,0.636311071239836,0.574777712178166,0.620437955646766,0.62790923063091,0.546201209984786,0.509795114423278,0.526408877473316,0.495088929047033,0.554178367135077,0.574711311383903,0.563862816848244,0.620588770264158,0.631528560205785,0.539893318577226,0.623984063348397,0.626011601175087,0.558608715582925,0.486810912450031,0.630338475937965,0.708306053310122,0.720804484175757,0.772744171478129,0.687335887976277,0.626185142247,0.591588184083412,0.573870949481209,0.588674976285652,0.534953394224472,0.4860240053716,0.641216312552107,0.613092178499764,0.64035471859758,0.591162037205814,0.569079832554047,0.698023796100805,0.665849204372944,0.697036653643643,0.837711942708171,0.784772518715495,0.699564514412145,0.718699888498207,0.697040158563089,0.587843510637964,0.549328040619235,0.569667818566235,0.664670294181504,0.599066728696804,0.634327555793549,0.63657709322807,0.58383745876511,0.66952921876808,0.61218053114385,0.627977708068614,0.742692441173171,0.744713098892436,0.560044950905486,0.549164108013201,0.576067646312316,0.596167705635494,0.419576728226022,0.353872369281724,0.379851071437652,0.361318882008548,0.293777318701753,0.287159711201403,0.177153539735707,0.163564896465465,0.170566362555095,0.143755343709944,0.188698004023403,0.206819442687889
"4",0.601495524611221,0.711912890480198,0.682534384622271,0.668493552881696,0.800893584261819,0.804231330356194,0.740872891077621,0.749093418161379,0.775607716361719,0.797085095806829,0.761973387064825,0.822257617512272,0.679335827544363,0.799675385742773,0.723495925622939,0.704352326550007,0.774764663217878,0.836839942437606,0.764572429618295,0.735493570592813,0.709747071527069,0.690409616480367,0.58191828884805,0.588870715567507,0.66881189334794,0.549903693094604,0.553256402136146,0.585101638154813,0.635530290811942,0.707669970401329,0.649258664729199,0.603875274634683,0.559283938647793,0.510267219632733,0.443030610627599,0.523556775422117,0.575264434255621,0.510019117945247,0.61905088021669,0.527527458186525,0.545810822529803,0.543954145228496,0.493770916444199,0.510746179934796,0.575515475665042,0.525033377678352,0.619491346425109,0.646233295583536,0.686675965480436,0.614632039888098,0.68307559943025,0.547071489096311,0.639283212068475,0.610476780214235,0.602250595406196,0.507055068704483,0.605940422792066,0.467339029071746,0.492347202312748,0.650329594022518,0.603497374061817,0.558792798919001,0.641705013912827,0.656802836401283,0.665390607863436,0.570897426105798,0.700866846545021,0.815917754353885,0.743880574570768,0.705705966411391,0.609889864861911,0.620454232832151,0.633062491766988,0.547850939801224,0.570842290127931,0.596784715165801,0.682005786887867,0.598106838290839,0.681286191043231,0.680546640181252,0.658464547035369,0.678843025083608,0.689198613116716,0.699263641229724,0.609875195620564,0.535832183791715,0.523449159017855,0.445011104804605,0.445923944827188,0.282980482421103,0.411255310088241,0.424225108358814,0.28892954816384,0.41483980675665,0.252614538328881,0.246647802393445,0.227254115978315,0.194175825464862,0.140202393844908,0.18720910831383
"5",0.646149565292725,0.694446636261378,0.652124578639,0.62107131277318,0.759665536178372,0.739880089023054,0.743927891744632,0.735919937480568,0.65811166739057,0.817218822395443,0.805107487330809,0.797875215661675,0.750854062893556,0.690026285631782,0.728369268309865,0.598531178607154,0.822637513967789,0.737558940970312,0.822272587775546,0.824566141957648,0.802959633347833,0.62691088664851,0.634033203717153,0.613470618351759,0.67848060903555,0.564648847732679,0.561305892806212,0.626039100732498,0.640414168371448,0.642585999538899,0.717631766964083,0.551561619467483,0.531385855073285,0.569396872256521,0.470160713690702,0.507800056843516,0.46622568423833,0.554049839752571,0.555845041346038,0.631499513669048,0.480270857741319,0.50643275506187,0.58701309631386,0.540758693869136,0.556903441302074,0.595251153406742,0.662260762000568,0.627599372750048,0.53978889558122,0.650660467141377,0.596064348989881,0.576565216916598,0.602489164228755,0.597707708947459,0.681435904378686,0.563376930027188,0.599001647907308,0.545948961163085,0.515348106207328,0.502619381407039,0.539376363379106,0.525839188188134,0.541942945018983,0.533420766846379,0.641669817387463,0.599588368287697,0.63596429259471,0.766432203206541,0.660076968706971,0.524987929628631,0.559733021281637,0.623171007303574,0.525635367733745,0.478081028369266,0.511035345245156,0.432937563551759,0.618174122015364,0.577463097213218,0.678344214303573,0.653978574898397,0.683277606684421,0.700879179030316,0.597304720275931,0.639462089190889,0.565519395309086,0.498954402199991,0.57733492168512,0.472813245222106,0.361043135950054,0.393232422989674,0.398222532260086,0.320842932413347,0.416345697691896,0.364166590949868,0.41178573505195,0.372774770081777,0.273962998621769,0.282472131367874,0.236772436321497,0.187380882397901
"6",0.595779216781537,0.681744178639065,0.651209564447915,0.699192911306438,0.691030806602391,0.608235845140412,0.751010669447349,0.779087838616843,0.742278612175124,0.730362734525583,0.762749463879053,0.70357978422106,0.629967553633042,0.713340033076048,0.709931244698966,0.6047395451314,0.627291588924188,0.632542901045251,0.710009559435665,0.722254067497628,0.677406918406649,0.653206279506315,0.571092083984431,0.45631290042203,0.486827786159738,0.517205413119047,0.479195118458542,0.67241053310976,0.644712771216251,0.684464373202335,0.59830853818709,0.57922872699875,0.469546405722605,0.527566144642903,0.516170465930698,0.557449764877693,0.440375065594544,0.517413481042244,0.448961245687602,0.481325056361751,0.456477471380143,0.592635858774791,0.575412165437056,0.595582245457681,0.621713165825036,0.568260787646464,0.442317759096201,0.414783784371439,0.481358149243454,0.569174855223744,0.528179841992434,0.47599679682912,0.578261663154852,0.585618946774205,0.59114077232947,0.549119684407892,0.510645791224829,0.543972792494146,0.511206888135163,0.495606485779748,0.561211079869303,0.518660072658589,0.52706428420482,0.581090733235293,0.628233701022259,0.628181844155073,0.538558616495337,0.563049489276839,0.596334317130475,0.460381272469348,0.499224448602726,0.535039301615783,0.61661850260421,0.616735673159593,0.428580511483961,0.441812529588463,0.442710238460662,0.541693404547548,0.612485753417586,0.633341146741709,0.671674083176306,0.701382227380898,0.607125461993088,0.615583643816912,0.592581165707241,0.624090759017885,0.664790589463689,0.593488935786696,0.618621369076838,0.510448321562475,0.506188440339555,0.4250087446729,0.51152596110728,0.508778096705642,0.465969834843145,0.448098641687488,0.401542764432012,0.451653720118023,0.453681462077503,0.381102153061357
"7",0.55293354103142,0.620569634192864,0.655795862868295,0.63670540470032,0.678278434998927,0.493177863928786,0.538663567960242,0.781801179964735,0.749622157005919,0.790662912301727,0.692203090425394,0.801262985709579,0.688509671857679,0.711173327933181,0.778126587360147,0.62394226875769,0.553657113569711,0.552157639404937,0.561327666592758,0.604831728159826,0.633730035313266,0.668940293522856,0.597201307395345,0.572029957431151,0.543307667462454,0.672990436842934,0.496288551482552,0.666275699686682,0.675340879054867,0.562851986938643,0.614578285530744,0.52006193845581,0.484958156729414,0.585381159432427,0.44540998728677,0.419951894278548,0.513534839604713,0.450954140588657,0.426424039986539,0.428217726578771,0.478601796973006,0.525732241254836,0.53421357849782,0.507232775025166,0.520953776446393,0.533122717101822,0.474895145338201,0.435534509772223,0.495477969092908,0.444772464346027,0.515886822185745,0.568875143766403,0.488202697830275,0.526202771517694,0.554612640074684,0.54977134533272,0.536088661019746,0.500156965461711,0.571920070078401,0.540501906410716,0.663871329019468,0.630732773338715,0.529622627769198,0.593805467682836,0.57585060411528,0.504326123216606,0.578853695940846,0.497225413272636,0.563761387069626,0.659371675847203,0.561007745404738,0.543525089246548,0.576261185575613,0.559984795610824,0.486910735459413,0.484077924480161,0.490931465099596,0.566425852778093,0.54575442756969,0.610423862573467,0.651002009244838,0.684728155433679,0.69016544791267,0.65869205469818,0.583794310623938,0.609105428910424,0.625373131736684,0.614836547648286,0.578303877354312,0.585612036327562,0.564015055755933,0.524064954822703,0.437498628124942,0.426146836219676,0.554559119366699,0.50010560315418,0.541235381967661,0.510123899176519,0.341263916818292,0.417463903471002
"8",0.610144293580773,0.573339020214256,0.682341840548466,0.593715117070787,0.556959821910885,0.564657291512578,0.578606729593548,0.696451258628825,0.768700856464231,0.673015478026955,0.575010561977093,0.657515739396494,0.62828444139153,0.584923978404524,0.624754726929796,0.644423246138102,0.580092415999498,0.591652085327035,0.601021423833519,0.632252483505209,0.557618679343469,0.579392695345003,0.540872556171102,0.626975300333744,0.593841618169162,0.548601256415118,0.609712111407936,0.651628284733786,0.634056289746878,0.687274502261144,0.668632175004566,0.64289825760948,0.532382179111868,0.585511660147391,0.427583999633912,0.390483648023359,0.432249706550002,0.496996865446471,0.486653383378576,0.425398469834033,0.459817973461986,0.481884832130833,0.490971993079398,0.556072109465726,0.529009133570927,0.565310279550873,0.402840903155432,0.415798074588729,0.469250634345484,0.566347576340953,0.512373699293349,0.473177548257378,0.456294486512435,0.539183759135513,0.61500212578929,0.564354168029461,0.631020565057208,0.655731837045776,0.626760068099128,0.61063051094344,0.607415546321567,0.6153301757265,0.569416453723678,0.617628628986246,0.465195080941152,0.528735812441466,0.644039558132726,0.573078089037511,0.701848160953587,0.682903704224007,0.66477933832858,0.584617534707234,0.536909075281433,0.508551381480999,0.478159660377245,0.551377575438069,0.510866084365907,0.473790699390586,0.502687516198923,0.59788645077697,0.605367306315156,0.633236776826954,0.656818428566125,0.578026765654766,0.523420141403702,0.628097109125712,0.625565882121412,0.589463767344004,0.671404027437174,0.535278068831969,0.549435875467419,0.454317370473272,0.480569309092829,0.561557016495031,0.592528839381368,0.451376914629832,0.45696093563036,0.40180794673951,0.461681986967819,0.40808487055023
"9",0.650696497562428,0.558727316933993,0.571557080511898,0.61657957995509,0.528249548889768,0.572959002423611,0.608148523621897,0.628505158828016,0.648014660108936,0.602583582314467,0.533142382414646,0.638967540114013,0.678550332049794,0.612439237547183,0.577619799669496,0.607306028609964,0.690240521353085,0.698399699509614,0.601925467628212,0.558851815713182,0.506660479987655,0.456361174694696,0.532228971184313,0.58611235369459,0.605745972244386,0.58913952415343,0.654768691342913,0.723417481282593,0.710850507152058,0.670377603784277,0.769335358772845,0.732225245440815,0.524312310683003,0.522743110760855,0.437349308449639,0.457012226395947,0.454496742629598,0.464179562574869,0.487705213861989,0.462914350814258,0.515592089364656,0.535145877208031,0.453566326417133,0.476450189414664,0.562256714154362,0.467901609680944,0.463194712198113,0.531875836682964,0.472455274795379,0.533931731841253,0.493048899001054,0.501441821787207,0.433918030002991,0.505496383630945,0.581503822230944,0.714340838711503,0.687036501189434,0.753062732471836,0.725799444173134,0.727507257864879,0.685716143699178,0.588758005205727,0.594468324105252,0.61019717146246,0.470719062082876,0.624505380221962,0.571804774727008,0.608944878031743,0.683541557926254,0.732639850031555,0.662313363873023,0.526049857433459,0.5079345255884,0.522072087591778,0.487306408703506,0.576590604398393,0.409849806390585,0.379761986756117,0.516342514577369,0.606948411667944,0.660804222573995,0.512248007935019,0.611020636221794,0.491347959776667,0.540481605909253,0.531212843455744,0.605029658602655,0.56216606498594,0.598186918725131,0.683296316156996,0.515116558902684,0.446005358748542,0.540564572011978,0.589099236430197,0.527670131716353,0.494229944174015,0.52448362631451,0.440786697721238,0.477470561187542,0.520037755576702
"10",0.562666256029831,0.55703081088965,0.531281712881764,0.537843246109037,0.603311501676606,0.577400143249611,0.68645407881517,0.65631415251071,0.574039211757955,0.595724235881591,0.558587461910153,0.637357886056978,0.593094518019392,0.718904595439872,0.748614459025082,0.685142588923796,0.739183794901865,0.768537069409466,0.626336746678107,0.495762878452387,0.485894522915244,0.498655739190087,0.57252839422748,0.55124694135868,0.602561786231033,0.639063065872629,0.730874451007624,0.814697378816246,0.788885139626987,0.692568484980229,0.744676636106207,0.639974146074927,0.544848895224349,0.623423684090347,0.535768072987454,0.473997027604108,0.433660403640863,0.426067671453448,0.452613495746621,0.535690469956515,0.418910311657328,0.451124778860858,0.439138306691923,0.466345716318434,0.461538643482964,0.520700833058551,0.614536972145615,0.48661987797375,0.498362011292099,0.433688453653756,0.456358786827874,0.342338097944959,0.465903739964292,0.471574747927793,0.531289414633496,0.70710604416616,0.643987705642467,0.804396881537762,0.721081569238437,0.698994483592584,0.804332367970271,0.62623891552689,0.696451051731587,0.686320356059371,0.538633217802312,0.581857333100503,0.7377525707951,0.597145820023734,0.660683355693705,0.646203041904078,0.566646689599632,0.554950594088273,0.439857967532456,0.4881455263249,0.465243624279685,0.47402531292793,0.478650348609902,0.479803894523813,0.48933190893246,0.537433854051315,0.473127704788885,0.55381160220408,0.459075425966219,0.358574170946647,0.383037918298198,0.403757886070888,0.541933248009759,0.543615535214716,0.581771498140615,0.614514413111535,0.54928155003267,0.517179119263188,0.521208123666963,0.536153109217254,0.488617517825578,0.489433555788426,0.511800747444192,0.493150864359705,0.527219389794563,0.650234838853647
